,bulk_id,slab_comp,predicted_voltage_she
289,dcgat-agm001118542,Cd-0.5-Pd-0.25-Pt-0.25,-1.222071352242863
19996,mp-541487,Pt-0.333-Se-0.5-Tl-0.167,-1.2221159614208594
15621,dcgat-agm003582278,H-0.273-Pd-0.636-Sb-0.091,-1.2221333579930072
20888,oqmd-1054782,Au-0.25-Cu-0.5-Pt-0.25,-1.2221597323056952
7426,dcgat-agm003077400,H-0.2-Pd-0.6-Tl-0.2,-1.222247282045274
17054,dcgat-agm003676703,Cu-0.417-Hg-0.083-Pd-0.5,-1.2222761406527742
8985,dcgat-agm003177301,Cu-0.5-In-0.25-Ir-0.25,-1.2222826098035093
5284,dcgat-agm002207815,Cu-0.286-Rh-0.143-Se-0.571,-1.2223545898527575
6777,dcgat-agm002924723,H-0.4-Hg-0.2-Rh-0.4,-1.2225801688337294
4162,dcgat-agm002077725,Ag-0.25-Ga-0.25-H-0.25-Ir-0.25,-1.2226058785099756
21208,oqmd-1343836,Se-0.667-Sn-0.333,-1.2226670651326685
980,dcgat-agm001203629,Cu-0.25-Hg-0.25-Pd-0.5,-1.2226735704716027
13656,dcgat-agm003332807,Ag-0.333-Pd-0.444-Tl-0.222,-1.2226904245681087
17679,dcgat-agm003766002,Ga-0.125-H-0.125-Pd-0.75,-1.2227079631222506
4747,dcgat-agm002152594,Ge-0.25-Pd-0.75,-1.2227103918301774
12946,dcgat-agm003293734,H-0.5-Pt-0.5,-1.2227151785564176
18180,mp-1025371,Cd-0.143-Pd-0.714-Se-0.143,-1.2227469906615482
7856,dcgat-agm003159723,Ir-0.333-Pt-0.333-Rh-0.333,-1.2227695116198474
16687,dcgat-agm003645054,Ir-0.1-Rh-0.4-Zn-0.5,-1.222868451897679
2552,dcgat-agm001616775,H-0.2-Pb-0.2-Pd-0.4-Pt-0.2,-1.2228708724359225
1631,dcgat-agm001297235,Cu-0.25-Pd-0.25-Pt-0.25-Sn-0.25,-1.2229164237906178
16579,dcgat-agm003642986,Cu-0.1-In-0.4-Rh-0.5,-1.2229391399675387
19621,mp-21657,Se-0.375-Tl-0.625,-1.2231199511236044
21597,oqmd-1437117,Pd-0.714-Sb-0.286,-1.2232505220676377
9708,dcgat-agm003186269,Au-0.25-Cu-0.5-Pt-0.25,-1.2232671359610228
14102,dcgat-agm003420075,Cd-0.5-Pd-0.333-Pt-0.167,-1.223290577813692
20478,mp-971779,Rh-0.75-Zn-0.25,-1.223334351684498
15247,dcgat-agm003526177,Bi-0.182-Ge-0.091-Pd-0.727,-1.2234035647250958
299,dcgat-agm001118722,Ag-0.25-Ni-0.25-Pt-0.5,-1.2234045512538945
15363,dcgat-agm003531323,Pb-0.091-Pd-0.727-Zn-0.182,-1.2234578817496278
20170,mp-665,Se-0.667-Sn-0.333,-1.223538525110635
6022,dcgat-agm002334642,Cu-0.25-In-0.25-Pt-0.5,-1.2235620864102748
19806,mp-29752,Ge-0.25-Ni-0.25-Pt-0.5,-1.2235678783085833
19862,mp-30856,Pt-0.75-Zn-0.25,-1.2235797457521054
17131,dcgat-agm003697537,Cu-0.067-H-0.4-Pd-0.533,-1.2236943225273746
21912,oqmd-1502333,Pd-0.333-Rh-0.333-Sn-0.333,-1.2237087724222775
20440,mp-867917,Cu-0.25-Ge-0.25-Rh-0.5,-1.2237479539418223
895,dcgat-agm001193798,Pd-0.833-Rh-0.167,-1.2237519581780223
6027,dcgat-agm002335043,Cu-0.25-Ga-0.25-Pt-0.5,-1.2237539115687084
15109,dcgat-agm003515883,Au-0.091-Ga-0.182-Pd-0.727,-1.2237919421966033
4630,dcgat-agm002146725,Cu-0.5-Pt-0.5,-1.2237967949661548
16708,dcgat-agm003645305,In-0.1-Rh-0.5-Zn-0.4,-1.22383728318571
9015,dcgat-agm003177855,Cu-0.25-Ni-0.25-Pt-0.5,-1.2238418631645671
3918,dcgat-agm002032805,Pd-0.333-Pt-0.333-Zn-0.333,-1.2238606755437806
14951,dcgat-agm003494064,As-0.111-H-0.222-Pd-0.667,-1.2239071419691574
21529,oqmd-1376545,As-0.143-Pb-0.143-Pd-0.714,-1.223933188375805
21780,oqmd-1482674,Cd-0.4-Rh-0.4-Tl-0.2,-1.2239665226382832
10736,dcgat-agm003196010,Ni-0.333-Se-0.667,-1.223990557795252
3389,dcgat-agm001644753,Ga-0.2-H-0.2-Ir-0.4-Ni-0.2,-1.2240883123734592
9048,dcgat-agm003178036,Cu-0.25-Pt-0.5-Rh-0.25,-1.2240937953010183
21490,oqmd-1375273,Pd-0.714-Te-0.143-Tl-0.143,-1.2241360260382068
9553,dcgat-agm003184762,Ni-0.25-Pt-0.75,-1.22413772263888
13685,dcgat-agm003341489,Au-0.333-Pb-0.222-Pd-0.444,-1.2241381911468343
8761,dcgat-agm003175258,Cd-0.25-Pb-0.25-Rh-0.5,-1.22413884389962
15208,dcgat-agm003519826,In-0.091-Pd-0.727-Sb-0.182,-1.2242020482035718
19692,mp-22812,In-0.667-Ir-0.333,-1.2242417271133448
5013,dcgat-agm002179605,In-0.3-Pd-0.7,-1.224297399299517
5296,dcgat-agm002208747,Cu-0.25-Pt-0.5-Rh-0.25,-1.2243280852077794
18940,mp-1217407,Os-0.25-Tc-0.75,-1.2243529942245863
13379,dcgat-agm003305159,H-0.429-Ni-0.286-Pd-0.286,-1.2243799456338595
8237,dcgat-agm003164713,Ir-0.75-Pt-0.25,-1.2244134307543462
21202,oqmd-1343344,Se-0.667-Te-0.333,-1.2244231384358533
18742,mp-1192175,Rh-0.333-Se-0.667,-1.2244328822591615
15176,dcgat-agm003518959,Bi-0.091-Pd-0.727-Sn-0.182,-1.2245030148437563
18409,mp-1101950,Pt-0.333-Sb-0.333-Se-0.333,-1.2245063658536735
4427,dcgat-agm002127966,Pt-0.5-Rh-0.5,-1.224509669518631
11665,dcgat-agm003209725,Se-0.667-Tl-0.333,-1.2245471975542381
1129,dcgat-agm001219133,Ag-0.25-Au-0.5-Pd-0.25,-1.2245724834479064
14994,dcgat-agm003501621,Pd-0.667-Sb-0.222-Tl-0.111,-1.2246469205580173
15294,dcgat-agm003528822,As-0.182-Pd-0.727-Sn-0.091,-1.2246815970141172
5269,dcgat-agm002206501,Co-0.143-Pt-0.714-Sb-0.143,-1.2246929388390666
10176,dcgat-agm003191008,Ag-0.5-Cd-0.25-Pt-0.25,-1.2247320506547963
15295,dcgat-agm003528823,As-0.091-Pd-0.727-Sn-0.182,-1.2247434706278573
18305,mp-1078168,Cu-0.143-In-0.286-Se-0.571,-1.2247699083448724
18384,mp-1095493,Cd-0.333-Se-0.667,-1.2247786376472272
15331,dcgat-agm003529859,P-0.091-Pd-0.727-Te-0.182,-1.2248089476668134
13984,dcgat-agm003410611,Cu-0.5-Pd-0.167-Pt-0.333,-1.2248712048585397
9842,dcgat-agm003187317,Ni-0.25-Pt-0.75,-1.2249358198682887
2190,dcgat-agm001611848,Bi-0.2-H-0.2-Pd-0.4-Pt-0.2,-1.2249752588227625
6432,dcgat-agm002379489,Pb-0.25-Pt-0.5-Tl-0.25,-1.224996094892115
2958,dcgat-agm001621051,Ag-0.4-Au-0.2-H-0.2-Pt-0.2,-1.2249974219136748
8656,dcgat-agm003171404,Au-0.25-Pt-0.25-Tl-0.5,-1.2250811358412244
10345,dcgat-agm003192543,Ir-0.25-Pt-0.5-Rh-0.25,-1.225095669980194
19957,mp-488,Cu-0.5-Se-0.5,-1.2251279290715997
4669,dcgat-agm002150495,Fe-0.333-Pd-0.667,-1.2251344023888122
11218,dcgat-agm003203054,Ni-0.167-Pt-0.833,-1.2251639353253894
21751,oqmd-1481363,Cd-0.333-In-0.333-Ir-0.333,-1.2252214797796563
11517,dcgat-agm003204086,Pt-0.667-Rh-0.333,-1.2252338930577338
6347,dcgat-agm002372335,Fe-0.125-Pt-0.875,-1.2252390110050868
13686,dcgat-agm003341490,Au-0.333-Bi-0.222-Pd-0.444,-1.2252524879922317
14812,dcgat-agm003481575,Cu-0.222-Pd-0.667-Zn-0.111,-1.2253470970639961
18563,mp-1183442,Au-0.25-Bi-0.25-Pd-0.5,-1.2254002064433291
8999,dcgat-agm003177412,Cu-0.25-Ir-0.25-Pt-0.5,-1.2254632471282934
306,dcgat-agm001118771,Ni-0.25-Pd-0.25-Pt-0.5,-1.2254655270354746
1647,dcgat-agm001297993,Cu-0.25-In-0.25-Pd-0.25-Pt-0.25,-1.2255121411797987
11710,dcgat-agm003212306,Cu-0.583-Pt-0.417,-1.2255829784273864
13962,dcgat-agm003408176,Ag-0.167-H-0.333-Pd-0.5,-1.2255985243410499
23048,oqmd-300888,Co-0.25-Pt-0.75,-1.2256402669887856
6596,dcgat-agm002495875,H-0.2-Ir-0.6-Ti-0.2,-1.2256705165205801
11615,dcgat-agm003205047,Cu-0.6-Pt-0.4,-1.2256962400890075
3493,dcgat-agm001662166,Cd-0.2-Cu-0.4-H-0.2-Ir-0.2,-1.2257598476133977
4844,dcgat-agm002154869,In-0.583-Ir-0.417,-1.225768725796382
14067,dcgat-agm003416563,As-0.167-Bi-0.333-Rh-0.5,-1.2257964618288972
7170,dcgat-agm003071302,Cd-0.2-H-0.2-Pt-0.6,-1.22584545763103
15158,dcgat-agm003518750,Au-0.727-Cd-0.091-Pd-0.182,-1.2258704691761406
18003,dcgat-agm003774503,Au-0.75-Cd-0.125-Cr-0.125,-1.2258846549431395
16221,dcgat-agm003630983,Bi-0.25-H-0.25-Rh-0.5,-1.2258916243892721
17701,dcgat-agm003766410,Ag-0.125-Au-0.75-Pd-0.125,-1.2259902155406812
5215,dcgat-agm002193848,Se-0.5-Zn-0.5,-1.2260268305424438
7204,dcgat-agm003072159,Cu-0.2-H-0.2-Pd-0.6,-1.226029515957217
5637,dcgat-agm002254228,As-0.333-Ir-0.333-Te-0.333,-1.2260730860476952
20215,mp-6938,Rh-0.5-Zn-0.5,-1.2261850692396759
1031,dcgat-agm001215190,Mn-0.5-Pd-0.25-Pt-0.25,-1.2262778514698813
16628,dcgat-agm003644428,Ga-0.4-Ir-0.5-Zn-0.1,-1.2263132297333423
13166,dcgat-agm003298734,Pd-0.833-Rh-0.167,-1.2263847114827353
6462,dcgat-agm002384707,Au-0.5-Pt-0.25-Zn-0.25,-1.226433593602268
5099,dcgat-agm002185440,Se-0.5-Sn-0.167-Tl-0.333,-1.2265257059686627
9732,dcgat-agm003186458,Cu-0.25-Pt-0.5-Zn-0.25,-1.226584917998689
18706,mp-1187922,In-0.25-Rh-0.5-Zn-0.25,-1.2265970768397692
4635,dcgat-agm002146948,Cu-0.25-Pt-0.5-Sn-0.25,-1.2266403171625448
9005,dcgat-agm003177465,Cu-0.25-Ir-0.5-Zn-0.25,-1.2267462430481268
21561,oqmd-1386880,Cd-0.286-Se-0.571-Sn-0.143,-1.226785158218921
4719,dcgat-agm002151602,Ga-0.25-Pd-0.75,-1.2267889335971551
8516,dcgat-agm003168047,Ag-0.25-Pt-0.5-Zn-0.25,-1.2267933902501071
10228,dcgat-agm003191838,Cd-0.25-Cu-0.25-Pt-0.5,-1.2268112517668874
16262,dcgat-agm003633841,Bi-0.25-Pt-0.5-Sb-0.25,-1.226876159675188
10878,dcgat-agm003197186,Cu-0.667-Pt-0.333,-1.2268801405966752
15107,dcgat-agm003515862,Ga-0.091-Pd-0.727-Zn-0.182,-1.2268914107419504
2324,dcgat-agm001613968,Au-0.2-H-0.2-Hg-0.2-Pd-0.4,-1.227012567983567
14337,dcgat-agm003437231,Cu-0.167-Hg-0.333-Pd-0.5,-1.227069872776533
23028,oqmd-26847,In-0.25-Pd-0.75,-1.2270808361605652
15514,dcgat-agm003551800,Ag-0.5-Au-0.375-Pd-0.125,-1.2271602812635418
11724,dcgat-agm003212391,Pt-0.667-Rh-0.333,-1.2272131305457292
21784,oqmd-1482695,Pt-0.5-Rh-0.5,-1.2273344877284806
4472,dcgat-agm002136085,As-0.4-Se-0.4-Te-0.2,-1.2273535757218523
4553,dcgat-agm002144622,Co-0.167-Pt-0.833,-1.2273870871803134
14121,dcgat-agm003421859,In-0.333-Pd-0.5-Pt-0.167,-1.2274111111925383
12807,dcgat-agm003290849,Bi-0.375-Pd-0.625,-1.227534987056944
12655,dcgat-agm003288323,Pd-0.714-Sn-0.286,-1.2275649956539914
14174,dcgat-agm003430936,Pd-0.5-Rh-0.167-Sb-0.333,-1.2275933155798233
1942,dcgat-agm001367753,In-0.25-Ir-0.25-Rh-0.25-Zn-0.25,-1.2275942017286945
1637,dcgat-agm001297779,Cu-0.25-Ga-0.25-Ir-0.25-Pt-0.25,-1.2276685140165222
10029,dcgat-agm003190327,Ag-0.5-Te-0.5,-1.2276755903053238
6538,dcgat-agm002491153,Cu-0.2-H-0.2-Pd-0.6,-1.2276935869400774
19427,mp-1618,P-0.143-Pd-0.857,-1.227722879232045
13,dcgat-agm001008774,H-0.333-Ni-0.333-Pt-0.333,-1.2277803926528765
4248,dcgat-agm002083193,Au-0.333-H-0.333-Pd-0.333,-1.2277904509399664
12666,dcgat-agm003288461,Pd-0.714-Zn-0.286,-1.2277990786062625
1824,dcgat-agm001332573,Cu-0.25-Pd-0.25-Rh-0.25-Sn-0.25,-1.2279341499064813
109,dcgat-agm001031159,Au-0.333-H-0.333-Pd-0.333,-1.2280481488180897
6539,dcgat-agm002491155,Cu-0.2-H-0.2-Rh-0.6,-1.2281334008994622
15751,dcgat-agm003598789,Ir-0.333-Sb-0.333-Te-0.333,-1.2281484363621527
21817,oqmd-1483175,Cd-0.4-Rh-0.4-Zn-0.2,-1.2281697549148167
11020,dcgat-agm003198556,Pt-0.167-Te-0.833,-1.2284173864798245
22127,oqmd-1555838,Hg-0.25-Se-0.5-Zn-0.25,-1.2284596819722395
14928,dcgat-agm003490224,Hg-0.111-Pd-0.667-Zn-0.222,-1.2284851062892108
971,dcgat-agm001203144,Cu-0.5-Pd-0.25-Pt-0.25,-1.2285279300034504
19277,mp-1226934,Cd-0.5-S-0.25-Se-0.25,-1.228535106637715
20091,mp-571383,Pd-0.5-Se-0.5,-1.2286157785766116
15388,dcgat-agm003532726,P-0.091-Pd-0.727-Sb-0.182,-1.2286283534658424
18702,mp-1187913,Pd-0.75-Zn-0.25,-1.2286527085550332
15118,dcgat-agm003516061,In-0.091-Pd-0.727-Zn-0.182,-1.2286731639980792
6550,dcgat-agm002491523,H-0.2-Rh-0.6-Tl-0.2,-1.2287227197805897
17313,dcgat-agm003733989,Ga-0.167-Ni-0.167-Pt-0.667,-1.2287236954731995
10346,dcgat-agm003192544,Ir-0.25-Pt-0.5-Rh-0.25,-1.2288002637466917
3799,dcgat-agm002019616,Se-0.5-Tl-0.5,-1.2288003508521808
19557,mp-2056,Ni-0.6-Se-0.4,-1.2288050154873051
4853,dcgat-agm002155130,In-0.167-Pt-0.333-Te-0.5,-1.2288124186134097
15234,dcgat-agm003526016,Ge-0.091-Pd-0.727-Te-0.182,-1.228885320038299
9309,dcgat-agm003181195,Ir-0.25-Pt-0.5-Rh-0.25,-1.2288923288623037
16942,dcgat-agm003654132,Au-0.1-H-0.4-Pd-0.5,-1.2289301647001496
20458,mp-922,Co-0.25-Pt-0.75,-1.2289396481860022
3019,dcgat-agm001623564,Ga-0.2-H-0.2-Pd-0.4-Pt-0.2,-1.2289944992207156
14516,dcgat-agm003448948,Bi-0.571-Pd-0.286-Rh-0.143,-1.2290177998025653
17172,dcgat-agm003700645,H-0.4-Pd-0.533-Tl-0.067,-1.2290480261176966
7403,dcgat-agm003077298,H-0.2-Pb-0.2-Pd-0.6,-1.2290493624227423
22260,oqmd-1594768,Pb-0.333-Pt-0.667,-1.2290725894276329
13504,dcgat-agm003318642,H-0.182-Pd-0.636-Sb-0.182,-1.2290904651030399
10277,dcgat-agm003192149,Cu-0.25-Ni-0.25-Pt-0.5,-1.229117435068904
8760,dcgat-agm003175257,Cd-0.25-Pb-0.25-Rh-0.5,-1.2291190761766324
14321,dcgat-agm003436855,Cd-0.5-Pd-0.333-Rh-0.167,-1.2291523926938268
6456,dcgat-agm002384567,Au-0.25-Ir-0.25-Zn-0.5,-1.2291887530425059
3543,dcgat-agm001665198,Fe-0.2-H-0.2-Ir-0.4-Rh-0.2,-1.2291919599052243
17414,dcgat-agm003739119,H-0.667-Mn-0.167-Rh-0.167,-1.2291927443780422
15580,dcgat-agm003563479,Cd-0.111-H-0.333-Pd-0.556,-1.2291940329043332
5082,dcgat-agm002185230,Pd-0.4-Rh-0.2-Se-0.4,-1.2292332963895483
15384,dcgat-agm003532461,In-0.182-Pd-0.727-Tl-0.091,-1.2292756052986733
20454,mp-909,As-0.4-Se-0.6,-1.2293195598461826
2330,dcgat-agm001613981,H-0.2-Hg-0.2-Pd-0.4-Rh-0.2,-1.2293352424513722
3398,dcgat-agm001645926,Cu-0.2-H-0.2-In-0.2-Pt-0.4,-1.2294041806453566
21,dcgat-agm001010357,Ag-0.333-Ir-0.333-Pt-0.333,-1.2294098698015676
4137,dcgat-agm002072973,Ag-0.333-H-0.333-Pt-0.333,-1.2294155283291288
20101,mp-573316,Cs-0.167-Pt-0.333-Se-0.5,-1.229431023351447
13552,dcgat-agm003327794,Au-0.375-Cd-0.25-Pd-0.375,-1.2294578620959244
1141,dcgat-agm001221169,Pt-0.25-Rh-0.5-Sn-0.25,-1.2294848872413149
17147,dcgat-agm003699952,H-0.4-Pd-0.533-Te-0.067,-1.2294978716504312
21542,oqmd-1377187,Ge-0.143-Pd-0.714-Tl-0.143,-1.2295032297261912
1907,dcgat-agm001363004,Ga-0.25-Mn-0.25-Pd-0.25-Rh-0.25,-1.2295238371030428
14168,dcgat-agm003430450,Cu-0.333-Hg-0.167-Pd-0.5,-1.2295675887640596
5090,dcgat-agm002185372,In-0.167-Pt-0.333-Se-0.5,-1.2295980628385133
21205,oqmd-1343595,Ag-0.667-Se-0.333,-1.2296281586646152
18213,mp-1027483,Mo-0.333-S-0.167-Se-0.5,-1.2296289607472346
19995,mp-541180,Pt-0.4-Te-0.6,-1.2296553345876058
22941,oqmd-1738723,As-0.333-Ir-0.333-Te-0.333,-1.2297565092377
11794,dcgat-agm003257640,Ag-0.143-In-0.143-Se-0.571-Sn-0.143,-1.229772593358109
16499,dcgat-agm003640984,Cd-0.1-Cu-0.4-Pd-0.5,-1.2297899179730094
20502,mp-973342,Rh-0.75-Sb-0.25,-1.229880864827476
313,dcgat-agm001118899,Pd-0.5-Pt-0.25-Zn-0.25,-1.2299342690320523
16941,dcgat-agm003654122,Ag-0.1-H-0.4-Pd-0.5,-1.2299498968104263
2066,dcgat-agm001416958,H-0.5-Pd-0.5,-1.2299515643459698
19324,mp-1229100,Ag-0.667-Se-0.333,-1.2300899966577044
14317,dcgat-agm003436742,Cd-0.167-Rh-0.5-Zn-0.333,-1.230144689193701
15396,dcgat-agm003532838,In-0.182-Pb-0.091-Pd-0.727,-1.2302075831875814
18161,mp-1025272,P-0.143-Pt-0.714-Zn-0.143,-1.2302913392805919
21137,oqmd-1340144,Cu-0.5-Pd-0.5,-1.2303126435102714
15090,dcgat-agm003515235,Pd-0.727-Sn-0.091-Zn-0.182,-1.230320332155343
20351,mp-865032,Mn-0.5-Pt-0.25-Rh-0.25,-1.230350363944405
7429,dcgat-agm003077669,Bi-0.2-H-0.2-Rh-0.6,-1.2304129885703614
3773,dcgat-agm002018211,Se-0.667-Te-0.333,-1.23041891289121
20641,oqmd-1012934,Mn-0.25-Ru-0.5-V-0.25,-1.2304399602038436
21224,oqmd-1364525,Os-0.333-Te-0.667,-1.2304441983670964
20645,oqmd-1012958,Au-0.25-Cd-0.25-Pd-0.5,-1.230470362191788
2553,dcgat-agm001616776,H-0.2-Pb-0.2-Pd-0.4-Rh-0.2,-1.2305696797751398
20085,mp-571060,In-0.409-Pt-0.591,-1.23056985321593
5520,dcgat-agm002234335,Bi-0.143-Pd-0.714-Tl-0.143,-1.2305725537077237
16060,dcgat-agm003619513,Ir-0.25-Pt-0.5-Rh-0.25,-1.2306983199829098
1109,dcgat-agm001218691,Ag-0.25-Pd-0.5-Tl-0.25,-1.2308113621881307
23042,oqmd-299192,Ga-0.25-Pd-0.75,-1.2308197938046277
12650,dcgat-agm003288134,Ir-0.4-Sn-0.6,-1.2308220461556654
5560,dcgat-agm002239492,Pd-0.2-Se-0.6-Sn-0.2,-1.2308310063348293
16292,dcgat-agm003635147,H-0.25-Rh-0.5-Sb-0.25,-1.2308534947366865
12167,dcgat-agm003264475,Ag-0.875-Pt-0.125,-1.2308572714613546
1320,dcgat-agm001231978,Ir-0.25-Pd-0.25-Zn-0.5,-1.2309008054933108
10467,dcgat-agm003193168,Ag-0.6-Te-0.4,-1.2309116388943453
2936,dcgat-agm001620293,H-0.2-Pd-0.4-Pt-0.2-Zn-0.2,-1.2310753869371784
5268,dcgat-agm002206439,Co-0.167-Pt-0.833,-1.2310930948229655
19755,mp-2685,Hg-0.5-Pd-0.5,-1.2311116352865086
3676,dcgat-agm001837810,Au-0.333-Mn-0.333-Pd-0.333,-1.231144689719565
9542,dcgat-agm003184623,Se-0.5-Te-0.25-Tl-0.25,-1.2312012500480005
21210,oqmd-1343868,In-0.4-Se-0.6,-1.2312177351964073
6577,dcgat-agm002494266,H-0.2-In-0.2-Pd-0.6,-1.2312496537774567
17127,dcgat-agm003697060,Cd-0.067-H-0.4-Pd-0.533,-1.2313375096341166
5100,dcgat-agm002185461,Se-0.6-Tl-0.4,-1.231355995051869
11830,dcgat-agm003258613,Cu-0.143-Ge-0.143-In-0.143-Se-0.571,-1.2314090122269077
23307,oqmd-459499,Cu-0.25-Ga-0.25-Ir-0.5,-1.231433744910437
5785,dcgat-agm002282064,In-0.091-Ir-0.364-Sn-0.545,-1.2314517651487855
18750,mp-1194,Cd-0.5-Pt-0.5,-1.2314772002581416
19569,mp-208,Ge-0.5-Ir-0.5,-1.231553236309415
15608,dcgat-agm003575582,H-0.3-In-0.1-Pd-0.6,-1.2316011059779957
1881,dcgat-agm001361668,Ga-0.25-Ir-0.25-Mn-0.25-Pd-0.25,-1.2316429363896915
14325,dcgat-agm003436885,Cd-0.167-In-0.333-Rh-0.5,-1.23166030180084
18261,mp-1064220,Mn-0.5-Sb-0.5,-1.2317156813206362
21618,oqmd-1442020,Ag-0.667-Se-0.333,-1.231835239479611
21039,oqmd-1286731,As-0.333-Co-0.333-Se-0.333,-1.2318414788221608
7401,dcgat-agm003077286,H-0.2-Pb-0.2-Pd-0.6,-1.231867217333284
23462,oqmd-555683,Cd-0.5-Pd-0.25-Pt-0.25,-1.2318819285295204
11652,dcgat-agm003209552,Cu-0.667-Pt-0.333,-1.2318982796349038
11645,dcgat-agm003209525,Cu-0.583-Pt-0.417,-1.231928818002702
20127,mp-610,As-0.5-Mn-0.5,-1.2319480978625017
21462,oqmd-1374509,Pt-0.2-Se-0.4-Tl-0.4,-1.2319905725932676
7453,dcgat-agm003077815,H-0.2-Pb-0.2-Rh-0.6,-1.232010129707187
11122,dcgat-agm003200631,Ag-0.667-Se-0.333,-1.2320176255792812
500,dcgat-agm001136342,Ga-0.5-Ir-0.25-Pd-0.25,-1.2320244582677415
6197,dcgat-agm002348691,Ni-0.25-Pd-0.5-Pt-0.25,-1.2321618998551367
14215,dcgat-agm003436048,Au-0.333-Cd-0.5-Pt-0.167,-1.232204149730583
14389,dcgat-agm003438051,Au-0.5-Mn-0.167-Zn-0.333,-1.2322244225197898
15894,dcgat-agm003609059,Cd-0.333-Hg-0.333-Rh-0.333,-1.2323882338778014
1857,dcgat-agm001352007,Ag-0.25-In-0.25-Pd-0.25-Rh-0.25,-1.2324220942903814
6974,dcgat-agm003029887,Ga-0.4-Ir-0.4-Zn-0.2,-1.2324473667596227
5210,dcgat-agm002193780,Cd-0.25-Rh-0.5-Zn-0.25,-1.2324629466126544
11632,dcgat-agm003208309,Cu-0.545-Pt-0.455,-1.232560861841331
486,dcgat-agm001135181,Mn-0.5-Ni-0.25-Pd-0.25,-1.2325869818143227
4842,dcgat-agm002154810,In-0.6-Ir-0.4,-1.2327638066929159
23300,oqmd-455076,In-0.5-Ir-0.25-Rh-0.25,-1.2327758660802584
1009,dcgat-agm001206544,Ga-0.25-Pt-0.5-Rh-0.25,-1.2327774562385736
6930,dcgat-agm002983557,H-0.2-Ir-0.4-Zn-0.4,-1.2327914720836781
19694,mp-22864,Bi-0.667-Pt-0.333,-1.2327983589677771
21041,oqmd-1287238,Ag-0.222-Pd-0.333-Se-0.444,-1.2329270369800938
16694,dcgat-agm003645199,Pd-0.1-Rh-0.4-Zn-0.5,-1.2329493443504704
15872,dcgat-agm003607385,Ag-0.333-Se-0.333-Te-0.333,-1.2330027452194905
7203,dcgat-agm003072158,Cu-0.2-H-0.2-Pd-0.6,-1.2330299688820467
3108,dcgat-agm001627401,Cu-0.4-H-0.2-Pd-0.2-Pt-0.2,-1.2330699891586105
19708,mp-238,Mn-0.5-Pd-0.5,-1.233076489480843
19997,mp-541837,Bi-0.4-Se-0.6,-1.2331191428465882
15360,dcgat-agm003531316,Pd-0.727-Sb-0.182-Zn-0.091,-1.2331720374496036
20030,mp-568067,Ni-0.5-Pt-0.5,-1.2333001167407693
4938,dcgat-agm002167997,Cu-0.286-Ni-0.143-Se-0.571,-1.2333917946805206
19152,mp-1223919,Ir-0.5-Rh-0.5,-1.2334153406927046
6546,dcgat-agm002491418,Ga-0.2-H-0.2-Ni-0.6,-1.2334211803991888
16695,dcgat-agm003645200,Mn-0.1-Pd-0.5-Zn-0.4,-1.233471265033319
4036,dcgat-agm002066764,As-0.5-Sb-0.5,-1.2335151098837418
8527,dcgat-agm003168138,Ag-0.25-Se-0.5-Te-0.25,-1.233519796951108
6382,dcgat-agm002374677,In-0.25-Pt-0.5-Tl-0.25,-1.23357075074389
14011,dcgat-agm003414065,H-0.5-Pd-0.333-Pt-0.167,-1.2335897597388512
20482,mp-971836,Ir-0.25-Ni-0.25-Zn-0.5,-1.23367401690321
1595,dcgat-agm001287426,Ge-0.25-Ir-0.25-Rh-0.25-Zn-0.25,-1.2337223070907322
2167,dcgat-agm001611193,Au-0.2-Cd-0.2-H-0.2-Pd-0.4,-1.2338238979038274
23419,oqmd-528401,Cu-0.25-Ge-0.25-Ni-0.5,-1.2338290023314045
503,dcgat-agm001136354,Ga-0.25-In-0.25-Ir-0.5,-1.2339528848749914
17224,dcgat-agm003711227,Bi-0.2-Pd-0.6-Sb-0.2,-1.2339539655665281
18214,mp-1027492,Mo-0.333-S-0.333-Se-0.333,-1.2339782211972796
22919,oqmd-1733057,In-0.286-Pb-0.143-Se-0.571,-1.2340412145574837
11712,dcgat-agm003212308,Cu-0.667-Pt-0.333,-1.2340834194526997
16381,dcgat-agm003639032,Pt-0.1-Rh-0.4-Zn-0.5,-1.2340992200178929
4934,dcgat-agm002167969,Cd-0.25-Ni-0.25-Pt-0.5,-1.234206224401472
23637,oqmd-759368,Ir-0.333-Zn-0.667,-1.2342173874278486
11686,dcgat-agm003211725,Cu-0.5-Pt-0.5,-1.2342274735416092
4410,dcgat-agm002126404,Au-0.333-Pb-0.333-Pd-0.333,-1.2342920636655705
15583,dcgat-agm003563832,H-0.333-Pd-0.556-Zn-0.111,-1.2343743973288657
11617,dcgat-agm003205052,Cu-0.6-Pt-0.4,-1.2343846709457753
17346,dcgat-agm003735524,Bi-0.167-Cu-0.167-Pd-0.667,-1.2344378699757113
17208,dcgat-agm003707989,Cu-0.2-Pd-0.6-Tl-0.2,-1.2344386277362265
20048,mp-568971,Ag-0.667-Se-0.333,-1.2344612965654571
12816,dcgat-agm003290990,Rh-0.625-Sn-0.375,-1.2344800457101095
309,dcgat-agm001118803,Au-0.25-Ga-0.25-Pt-0.5,-1.2345736476484257
10120,dcgat-agm003190734,Ir-0.5-Pt-0.5,-1.2345992427285362
