,sample id,source,batch number,batch date,target composition,post processing id
421,uoft8_241025_Cd-0.25-Hg-0.25-Pd-0.5_pp0_rep3,uoft,8,241025,Cd-0.25-Hg-0.25-Pd-0.5,pp0
422,uoft8_241025_Cd-0.5-Pd-0.5_pp0_rep3,uoft,8,241025,Cd-0.5-Pd-0.5,pp0
423,uoft8_241025_Ag-0.5-Cd-0.25-Pd-0.25_pp0_rep3,uoft,8,241025,Ag-0.5-Cd-0.25-Pd-0.25,pp0
424,uoft8_241025_Au-0.75-Cd-0.25_pp0_rep3,uoft,8,241025,Au-0.75-Cd-0.25,pp0
425,uoft8_241025_Cd-0.75-Pd-0.25_pp0_rep3,uoft,8,241025,Cd-0.75-Pd-0.25,pp0
426,uoft9_241025_Cu-0.667-Pd-0.333_pp0_rep1,uoft,9,241025,Cu-0.667-Pd-0.333,pp0
427,uoft9_241025_Hg-0.2-Pd-0.8_pp0_rep1,uoft,9,241025,Hg-0.2-Pd-0.8,pp0
428,uoft9_241025_Hg-0.333-Pd-0.667_pp0_rep1,uoft,9,241025,Hg-0.333-Pd-0.667,pp0
429,uoft9_241025_Au-0.25-Cu-0.25-Pd-0.5_pp0_rep1,uoft,9,241025,Au-0.25-Cu-0.25-Pd-0.5,pp0
430,uoft9_241025_Ag-0.25-Cu-0.25-Pd-0.5_pp0_rep1,uoft,9,241025,Ag-0.25-Cu-0.25-Pd-0.5,pp0
431,uoft9_241025_Au-0.375-Pd-0.625_pp0_rep1,uoft,9,241025,Au-0.375-Pd-0.625,pp0
432,uoft9_241025_Au-0.625-Pd-0.375_pp0_rep1,uoft,9,241025,Au-0.625-Pd-0.375,pp0
433,uoft9_241025_Au-0.75-Pd-0.25_pp0_rep1,uoft,9,241025,Au-0.75-Pd-0.25,pp0
434,uoft9_241025_Au-0.25-Hg-0.25-Pd-0.5_pp0_rep1,uoft,9,241025,Au-0.25-Hg-0.25-Pd-0.5,pp0
435,uoft9_241025_Ag-0.25-Hg-0.25-Pd-0.5_pp0_rep1,uoft,9,241025,Ag-0.25-Hg-0.25-Pd-0.5,pp0
436,uoft9_241025_Hg-0.25-Pd-0.75_pp0_rep1,uoft,9,241025,Hg-0.25-Pd-0.75,pp0
437,uoft9_241025_Ag-0.167-Au-0.833_pp0_rep1,uoft,9,241025,Ag-0.167-Au-0.833,pp0
438,uoft9_241025_Au-0.4-Cu-0.6_pp0_rep1,uoft,9,241025,Au-0.4-Cu-0.6,pp0
439,uoft9_241025_Ag-0.25-Au-0.75_pp0_rep1,uoft,9,241025,Ag-0.25-Au-0.75,pp0
440,uoft9_241025_Ag-0.833-Au-0.167_pp0_rep1,uoft,9,241025,Ag-0.833-Au-0.167,pp0
441,uoft9_241025_Ag-0.7-Au-0.3_pp0_rep1,uoft,9,241025,Ag-0.7-Au-0.3,pp0
442,uoft9_241025_Ag-0.615-Au-0.385_pp0_rep1,uoft,9,241025,Ag-0.615-Au-0.385,pp0
443,uoft9_241025_Ag-0.5-Au-0.25-Pd-0.25_pp0_rep1,uoft,9,241025,Ag-0.5-Au-0.25-Pd-0.25,pp0
444,uoft9_241025_Au-0.25-Pd-0.75_pp0_rep1,uoft,9,241025,Au-0.25-Pd-0.75,pp0
445,uoft9_241025_Au-0.667-Cu-0.333_pp0_rep1,uoft,9,241025,Au-0.667-Cu-0.333,pp0
446,uoft9_241025_Cu-0.6-Pd-0.4_pp0_rep1,uoft,9,241025,Cu-0.6-Pd-0.4,pp0
447,uoft9_241025_Au-0.5-Cu-0.25-Pd-0.25_pp0_rep1,uoft,9,241025,Au-0.5-Cu-0.25-Pd-0.25,pp0
448,uoft9_241025_Au-0.25-Cu-0.5-Pd-0.25_pp0_rep1,uoft,9,241025,Au-0.25-Cu-0.5-Pd-0.25,pp0
449,uoft9_241025_Ag-0.25-Au-0.5-Pd-0.25_pp0_rep1,uoft,9,241025,Ag-0.25-Au-0.5-Pd-0.25,pp0
450,uoft9_241025_Au-0.5-Cu-0.375-Pd-0.125_pp0_rep1,uoft,9,241025,Au-0.5-Cu-0.375-Pd-0.125,pp0
451,uoft9_241025_Cu-0.25-Hg-0.25-Pd-0.5_pp0_rep1,uoft,9,241025,Cu-0.25-Hg-0.25-Pd-0.5,pp0
452,uoft9_241025_Au-0.333-Cu-0.667_pp0_rep1,uoft,9,241025,Au-0.333-Cu-0.667,pp0
453,uoft9_241025_Ag-0.75-Au-0.25_pp0_rep1,uoft,9,241025,Ag-0.75-Au-0.25,pp0
454,uoft9_241025_Ag-0.667-Au-0.333_pp0_rep1,uoft,9,241025,Ag-0.667-Au-0.333,pp0
455,uoft9_241025_Ag-0.222-Au-0.778_pp0_rep1,uoft,9,241025,Ag-0.222-Au-0.778,pp0
456,uoft9_241025_Cu-0.667-Pd-0.333_pp0_rep2,uoft,9,241025,Cu-0.667-Pd-0.333,pp0
457,uoft9_241025_Hg-0.2-Pd-0.8_pp0_rep2,uoft,9,241025,Hg-0.2-Pd-0.8,pp0
458,uoft9_241025_Hg-0.333-Pd-0.667_pp0_rep2,uoft,9,241025,Hg-0.333-Pd-0.667,pp0
459,uoft9_241025_Au-0.25-Cu-0.25-Pd-0.5_pp0_rep2,uoft,9,241025,Au-0.25-Cu-0.25-Pd-0.5,pp0
460,uoft9_241025_Ag-0.25-Cu-0.25-Pd-0.5_pp0_rep2,uoft,9,241025,Ag-0.25-Cu-0.25-Pd-0.5,pp0
461,uoft9_241025_Au-0.375-Pd-0.625_pp0_rep2,uoft,9,241025,Au-0.375-Pd-0.625,pp0
462,uoft9_241025_Au-0.625-Pd-0.375_pp0_rep2,uoft,9,241025,Au-0.625-Pd-0.375,pp0
463,uoft9_241025_Au-0.75-Pd-0.25_pp0_rep2,uoft,9,241025,Au-0.75-Pd-0.25,pp0
464,uoft9_241025_Au-0.25-Hg-0.25-Pd-0.5_pp0_rep2,uoft,9,241025,Au-0.25-Hg-0.25-Pd-0.5,pp0
465,uoft9_241025_Ag-0.25-Hg-0.25-Pd-0.5_pp0_rep2,uoft,9,241025,Ag-0.25-Hg-0.25-Pd-0.5,pp0
466,uoft9_241025_Hg-0.25-Pd-0.75_pp0_rep2,uoft,9,241025,Hg-0.25-Pd-0.75,pp0
467,uoft9_241025_Ag-0.167-Au-0.833_pp0_rep2,uoft,9,241025,Ag-0.167-Au-0.833,pp0
468,uoft9_241025_Au-0.4-Cu-0.6_pp0_rep2,uoft,9,241025,Au-0.4-Cu-0.6,pp0
469,uoft9_241025_Ag-0.25-Au-0.75_pp0_rep2,uoft,9,241025,Ag-0.25-Au-0.75,pp0
470,uoft9_241025_Ag-0.833-Au-0.167_pp0_rep2,uoft,9,241025,Ag-0.833-Au-0.167,pp0
471,uoft9_241025_Ag-0.7-Au-0.3_pp0_rep2,uoft,9,241025,Ag-0.7-Au-0.3,pp0
472,uoft9_241025_Ag-0.615-Au-0.385_pp0_rep2,uoft,9,241025,Ag-0.615-Au-0.385,pp0
473,uoft9_241025_Ag-0.5-Au-0.25-Pd-0.25_pp0_rep2,uoft,9,241025,Ag-0.5-Au-0.25-Pd-0.25,pp0
474,uoft9_241025_Au-0.25-Pd-0.75_pp0_rep2,uoft,9,241025,Au-0.25-Pd-0.75,pp0
475,uoft9_241025_Au-0.667-Cu-0.333_pp0_rep2,uoft,9,241025,Au-0.667-Cu-0.333,pp0
476,uoft9_241025_Cu-0.6-Pd-0.4_pp0_rep2,uoft,9,241025,Cu-0.6-Pd-0.4,pp0
477,uoft9_241025_Au-0.5-Cu-0.25-Pd-0.25_pp0_rep2,uoft,9,241025,Au-0.5-Cu-0.25-Pd-0.25,pp0
478,uoft9_241025_Au-0.25-Cu-0.5-Pd-0.25_pp0_rep2,uoft,9,241025,Au-0.25-Cu-0.5-Pd-0.25,pp0
479,uoft9_241025_Ag-0.25-Au-0.5-Pd-0.25_pp0_rep2,uoft,9,241025,Ag-0.25-Au-0.5-Pd-0.25,pp0
480,uoft9_241025_Au-0.5-Cu-0.375-Pd-0.125_pp0_rep2,uoft,9,241025,Au-0.5-Cu-0.375-Pd-0.125,pp0
481,uoft9_241025_Cu-0.25-Hg-0.25-Pd-0.5_pp0_rep2,uoft,9,241025,Cu-0.25-Hg-0.25-Pd-0.5,pp0
482,uoft9_241025_Au-0.333-Cu-0.667_pp0_rep2,uoft,9,241025,Au-0.333-Cu-0.667,pp0
483,uoft9_241025_Ag-0.75-Au-0.25_pp0_rep2,uoft,9,241025,Ag-0.75-Au-0.25,pp0
484,uoft9_241025_Ag-0.667-Au-0.333_pp0_rep2,uoft,9,241025,Ag-0.667-Au-0.333,pp0
485,uoft9_241025_Ag-0.222-Au-0.778_pp0_rep2,uoft,9,241025,Ag-0.222-Au-0.778,pp0
486,uoft9_241025_Cu-0.667-Pd-0.333_pp0_rep3,uoft,9,241025,Cu-0.667-Pd-0.333,pp0
487,uoft9_241025_Hg-0.2-Pd-0.8_pp0_rep3,uoft,9,241025,Hg-0.2-Pd-0.8,pp0
488,uoft9_241025_Hg-0.333-Pd-0.667_pp0_rep3,uoft,9,241025,Hg-0.333-Pd-0.667,pp0
489,uoft9_241025_Au-0.25-Cu-0.25-Pd-0.5_pp0_rep3,uoft,9,241025,Au-0.25-Cu-0.25-Pd-0.5,pp0
490,uoft9_241025_Ag-0.25-Cu-0.25-Pd-0.5_pp0_rep3,uoft,9,241025,Ag-0.25-Cu-0.25-Pd-0.5,pp0
491,uoft9_241025_Au-0.375-Pd-0.625_pp0_rep3,uoft,9,241025,Au-0.375-Pd-0.625,pp0
492,uoft9_241025_Au-0.625-Pd-0.375_pp0_rep3,uoft,9,241025,Au-0.625-Pd-0.375,pp0
493,uoft9_241025_Au-0.75-Pd-0.25_pp0_rep3,uoft,9,241025,Au-0.75-Pd-0.25,pp0
494,uoft9_241025_Au-0.25-Hg-0.25-Pd-0.5_pp0_rep3,uoft,9,241025,Au-0.25-Hg-0.25-Pd-0.5,pp0
495,uoft9_241025_Ag-0.25-Hg-0.25-Pd-0.5_pp0_rep3,uoft,9,241025,Ag-0.25-Hg-0.25-Pd-0.5,pp0
496,uoft9_241025_Hg-0.25-Pd-0.75_pp0_rep3,uoft,9,241025,Hg-0.25-Pd-0.75,pp0
497,uoft9_241025_Ag-0.167-Au-0.833_pp0_rep3,uoft,9,241025,Ag-0.167-Au-0.833,pp0
498,uoft9_241025_Au-0.4-Cu-0.6_pp0_rep3,uoft,9,241025,Au-0.4-Cu-0.6,pp0
499,uoft9_241025_Ag-0.25-Au-0.75_pp0_rep3,uoft,9,241025,Ag-0.25-Au-0.75,pp0
500,uoft9_241025_Ag-0.833-Au-0.167_pp0_rep3,uoft,9,241025,Ag-0.833-Au-0.167,pp0
501,uoft9_241025_Ag-0.7-Au-0.3_pp0_rep3,uoft,9,241025,Ag-0.7-Au-0.3,pp0
502,uoft9_241025_Ag-0.615-Au-0.385_pp0_rep3,uoft,9,241025,Ag-0.615-Au-0.385,pp0
503,uoft9_241025_Ag-0.5-Au-0.25-Pd-0.25_pp0_rep3,uoft,9,241025,Ag-0.5-Au-0.25-Pd-0.25,pp0
504,uoft9_241025_Au-0.25-Pd-0.75_pp0_rep3,uoft,9,241025,Au-0.25-Pd-0.75,pp0
505,uoft9_241025_Au-0.667-Cu-0.333_pp0_rep3,uoft,9,241025,Au-0.667-Cu-0.333,pp0
506,uoft9_241025_Cu-0.6-Pd-0.4_pp0_rep3,uoft,9,241025,Cu-0.6-Pd-0.4,pp0
507,uoft9_241025_Au-0.5-Cu-0.25-Pd-0.25_pp0_rep3,uoft,9,241025,Au-0.5-Cu-0.25-Pd-0.25,pp0
508,uoft9_241025_Au-0.25-Cu-0.5-Pd-0.25_pp0_rep3,uoft,9,241025,Au-0.25-Cu-0.5-Pd-0.25,pp0
509,uoft9_241025_Ag-0.25-Au-0.5-Pd-0.25_pp0_rep3,uoft,9,241025,Ag-0.25-Au-0.5-Pd-0.25,pp0
510,uoft9_241025_Au-0.5-Cu-0.375-Pd-0.125_pp0_rep3,uoft,9,241025,Au-0.5-Cu-0.375-Pd-0.125,pp0
511,uoft9_241025_Cu-0.25-Hg-0.25-Pd-0.5_pp0_rep3,uoft,9,241025,Cu-0.25-Hg-0.25-Pd-0.5,pp0
512,uoft9_241025_Au-0.333-Cu-0.667_pp0_rep3,uoft,9,241025,Au-0.333-Cu-0.667,pp0
513,uoft9_241025_Ag-0.75-Au-0.25_pp0_rep3,uoft,9,241025,Ag-0.75-Au-0.25,pp0
514,uoft9_241025_Ag-0.667-Au-0.333_pp0_rep3,uoft,9,241025,Ag-0.667-Au-0.333,pp0
515,uoft9_241025_Ag-0.222-Au-0.778_pp0_rep3,uoft,9,241025,Ag-0.222-Au-0.778,pp0
516,vsp1_240503_Ag-1.0_pp0_rep1,vsp,1,240503,Ag-1.0,pp0
517,vsp1_240503_Ag-0.111-Au-0.889_pp0_rep1,vsp,1,240503,Ag-0.111-Au-0.889,pp0
518,vsp1_240503_Ag-0.167-Au-0.833_pp0_rep1,vsp,1,240503,Ag-0.167-Au-0.833,pp0
519,vsp1_240503_Ag-0.188-Au-0.812_pp0_rep1,vsp,1,240503,Ag-0.188-Au-0.812,pp0
520,vsp1_240503_Ag-0.222-Au-0.778_pp0_rep1,vsp,1,240503,Ag-0.222-Au-0.778,pp0
521,vsp1_240503_Ag-0.25-Au-0.75_pp0_rep1,vsp,1,240503,Ag-0.25-Au-0.75,pp0
522,vsp1_240503_Ag-0.286-Au-0.714_pp0_rep1,vsp,1,240503,Ag-0.286-Au-0.714,pp0
523,vsp1_240503_Ag-0.2-Au-0.8_pp0_rep1,vsp,1,240503,Ag-0.2-Au-0.8,pp0
524,vsp1_240503_Ag-0.333-Au-0.667_pp0_rep1,vsp,1,240503,Ag-0.333-Au-0.667,pp0
525,vsp1_240503_Ag-0.375-Au-0.625_pp0_rep1,vsp,1,240503,Ag-0.375-Au-0.625,pp0
526,vsp1_240503_Ag-0.417-Au-0.583_pp0_rep1,vsp,1,240503,Ag-0.417-Au-0.583,pp0
527,vsp1_240503_Ag-0.429-Au-0.571_pp0_rep1,vsp,1,240503,Ag-0.429-Au-0.571,pp0
528,vsp1_240503_Ag-0.444-Au-0.556_pp0_rep1,vsp,1,240503,Ag-0.444-Au-0.556,pp0
529,vsp1_240503_Ag-0.4-Au-0.6_pp0_rep1,vsp,1,240503,Ag-0.4-Au-0.6,pp0
530,vsp1_240503_Ag-0.556-Au-0.444_pp0_rep1,vsp,1,240503,Ag-0.556-Au-0.444,pp0
531,vsp1_240503_Ag-0.583-Au-0.417_pp0_rep1,vsp,1,240503,Ag-0.583-Au-0.417,pp0
532,vsp1_240503_Ag-0.5-Au-0.5_pp0_rep1,vsp,1,240503,Ag-0.5-Au-0.5,pp0
533,vsp1_240503_Ag-0.615-Au-0.385_pp0_rep1,vsp,1,240503,Ag-0.615-Au-0.385,pp0
534,vsp1_240503_Ag-0.625-Au-0.375_pp0_rep1,vsp,1,240503,Ag-0.625-Au-0.375,pp0
535,vsp1_240503_Ag-0.667-Au-0.333_pp0_rep1,vsp,1,240503,Ag-0.667-Au-0.333,pp0
536,vsp1_240503_Ag-0.6-Au-0.4_pp0_rep1,vsp,1,240503,Ag-0.6-Au-0.4,pp0
537,vsp1_240503_Ag-0.714-Au-0.286_pp0_rep1,vsp,1,240503,Ag-0.714-Au-0.286,pp0
538,vsp1_240503_Ag-0.75-Au-0.25_pp0_rep1,vsp,1,240503,Ag-0.75-Au-0.25,pp0
539,vsp1_240503_Ag-0.778-Au-0.222_pp0_rep1,vsp,1,240503,Ag-0.778-Au-0.222,pp0
540,vsp1_240503_Ag-0.7-Au-0.3_pp0_rep1,vsp,1,240503,Ag-0.7-Au-0.3,pp0
541,vsp2_240718_In-1.0_pp0_rep1,vsp,2,240718,In-1.0,pp0
542,vsp2_240718_In-1.0_pp0_rep2,vsp,2,240718,In-1.0,pp0
543,vsp2_240718_Au-1.0_pp0_rep1,vsp,2,240718,Au-1.0,pp0
544,vsp2_240718_Au-1.0_pp0_rep2,vsp,2,240718,Au-1.0,pp0
545,vsp2_240718_Au-0.889-In-0.111_pp0_rep1,vsp,2,240718,Au-0.889-In-0.111,pp0
546,vsp2_240718_Au-0.889-In-0.111_pp0_rep2,vsp,2,240718,Au-0.889-In-0.111,pp0
547,vsp2_240718_Au-0.889-In-0.111_pp0_rep3,vsp,2,240718,Au-0.889-In-0.111,pp0
548,vsp2_240718_Au-0.889-In-0.111_pp0_rep4,vsp,2,240718,Au-0.889-In-0.111,pp0
549,vsp2_240718_Au-0.875-In-0.125_pp0_rep1,vsp,2,240718,Au-0.875-In-0.125,pp0
550,vsp2_240718_Au-0.875-In-0.125_pp0_rep2,vsp,2,240718,Au-0.875-In-0.125,pp0
551,vsp2_240718_Au-0.833-In-0.167_pp0_rep1,vsp,2,240718,Au-0.833-In-0.167,pp0
552,vsp2_240718_Au-0.833-In-0.167_pp0_rep2,vsp,2,240718,Au-0.833-In-0.167,pp0
553,vsp2_240718_Au-0.8-In-0.2_pp0_rep1,vsp,2,240718,Au-0.8-In-0.2,pp0
554,vsp2_240718_Au-0.8-In-0.2_pp0_rep2,vsp,2,240718,Au-0.8-In-0.2,pp0
555,vsp2_240718_Au-0.769-In-0.231_pp0_rep1,vsp,2,240718,Au-0.769-In-0.231,pp0
556,vsp2_240718_Au-0.769-In-0.231_pp0_rep2,vsp,2,240718,Au-0.769-In-0.231,pp0
557,vsp2_240718_Au-0.75-In-0.25_pp0_rep1,vsp,2,240718,Au-0.75-In-0.25,pp0
558,vsp2_240718_Au-0.75-In-0.25_pp0_rep2,vsp,2,240718,Au-0.75-In-0.25,pp0
559,vsp2_240718_Au-0.75-In-0.25_pp0_rep3,vsp,2,240718,Au-0.75-In-0.25,pp0
560,vsp2_240718_Au-0.75-In-0.25_pp0_rep4,vsp,2,240718,Au-0.75-In-0.25,pp0
561,vsp2_240718_Au-0.75-In-0.25_pp0_rep5,vsp,2,240718,Au-0.75-In-0.25,pp0
562,vsp2_240718_Au-0.75-In-0.25_pp0_rep6,vsp,2,240718,Au-0.75-In-0.25,pp0
563,vsp2_240718_Au-0.714-In-0.286_pp0_rep1,vsp,2,240718,Au-0.714-In-0.286,pp0
564,vsp2_240718_Au-0.714-In-0.286_pp0_rep2,vsp,2,240718,Au-0.714-In-0.286,pp0
565,vsp2_240718_Au-0.7-In-0.3_pp0_rep1,vsp,2,240718,Au-0.7-In-0.3,pp0
566,vsp2_240718_Au-0.7-In-0.3_pp0_rep2,vsp,2,240718,Au-0.7-In-0.3,pp0
567,vsp2_240718_Au-0.667-In-0.333_pp0_rep1,vsp,2,240718,Au-0.667-In-0.333,pp0
568,vsp2_240718_Au-0.667-In-0.333_pp0_rep2,vsp,2,240718,Au-0.667-In-0.333,pp0
569,vsp2_240718_Au-0.625-In-0.375_pp0_rep1,vsp,2,240718,Au-0.625-In-0.375,pp0
570,vsp2_240718_Au-0.625-In-0.375_pp0_rep2,vsp,2,240718,Au-0.625-In-0.375,pp0
571,vsp2_240718_Au-0.6-In-0.4_pp0_rep1,vsp,2,240718,Au-0.6-In-0.4,pp0
572,vsp2_240718_Au-0.6-In-0.4_pp0_rep2,vsp,2,240718,Au-0.6-In-0.4,pp0
573,vsp2_240718_Au-0.5-In-0.5_pp0_rep1,vsp,2,240718,Au-0.5-In-0.5,pp0
574,vsp2_240718_Au-0.5-In-0.5_pp0_rep2,vsp,2,240718,Au-0.5-In-0.5,pp0
575,vsp2_240718_Au-0.5-In-0.5_pp0_rep3,vsp,2,240718,Au-0.5-In-0.5,pp0
576,vsp2_240718_Au-0.5-In-0.5_pp0_rep4,vsp,2,240718,Au-0.5-In-0.5,pp0
577,vsp2_240718_Au-0.5-In-0.5_pp0_rep5,vsp,2,240718,Au-0.5-In-0.5,pp0
578,vsp2_240718_Au-0.5-In-0.5_pp0_rep6,vsp,2,240718,Au-0.5-In-0.5,pp0
579,vsp2_240718_Au-0.429-In-0.571_pp0_rep1,vsp,2,240718,Au-0.429-In-0.571,pp0
580,vsp2_240718_Au-0.429-In-0.571_pp0_rep2,vsp,2,240718,Au-0.429-In-0.571,pp0
581,vsp2_240718_Au-0.4-In-0.6_pp0_rep1,vsp,2,240718,Au-0.4-In-0.6,pp0
582,vsp2_240718_Au-0.4-In-0.6_pp0_rep2,vsp,2,240718,Au-0.4-In-0.6,pp0
583,vsp2_240718_Au-0.333-In-0.667_pp0_rep1,vsp,2,240718,Au-0.333-In-0.667,pp0
584,vsp2_240718_Au-0.333-In-0.667_pp0_rep2,vsp,2,240718,Au-0.333-In-0.667,pp0
585,vsp2_240718_Au-0.333-In-0.667_pp0_rep3,vsp,2,240718,Au-0.333-In-0.667,pp0
586,vsp2_240718_Au-0.333-In-0.667_pp0_rep4,vsp,2,240718,Au-0.333-In-0.667,pp0
587,vsp2_240718_Au-0.333-In-0.667_pp0_rep5,vsp,2,240718,Au-0.333-In-0.667,pp0
588,vsp2_240718_Au-0.333-In-0.667_pp0_rep6,vsp,2,240718,Au-0.333-In-0.667,pp0
589,vsp2_240718_Au-0.2-In-0.8_pp0_rep1,vsp,2,240718,Au-0.2-In-0.8,pp0
590,vsp3_240718_Au-0.111-Cu-0.889_pp0_rep1,vsp,3,240718,Au-0.111-Cu-0.889,pp0
591,vsp3_240718_Au-0.125-Cu-0.875_pp0_rep1,vsp,3,240718,Au-0.125-Cu-0.875,pp0
592,vsp3_240718_Au-0.25-Cu-0.75_pp0_rep1,vsp,3,240718,Au-0.25-Cu-0.75,pp0
593,vsp3_240718_Au-0.333-Cu-0.667_pp0_rep1,vsp,3,240718,Au-0.333-Cu-0.667,pp0
594,vsp3_240718_Au-0.333-Cu-0.667_pp0_rep2,vsp,3,240718,Au-0.333-Cu-0.667,pp0
595,vsp3_240718_Au-0.333-Cu-0.667_pp0_rep3,vsp,3,240718,Au-0.333-Cu-0.667,pp0
596,vsp3_240718_Au-0.375-Cu-0.625_pp0_rep1,vsp,3,240718,Au-0.375-Cu-0.625,pp0
597,vsp3_240718_Au-0.4-Cu-0.6_pp0_rep1,vsp,3,240718,Au-0.4-Cu-0.6,pp0
598,vsp3_240718_Au-0.429-Cu-0.571_pp0_rep1,vsp,3,240718,Au-0.429-Cu-0.571,pp0
599,vsp3_240718_Au-0.5-Cu-0.5_pp0_rep1,vsp,3,240718,Au-0.5-Cu-0.5,pp0
600,vsp3_240718_Au-0.556-Cu-0.444_pp0_rep1,vsp,3,240718,Au-0.556-Cu-0.444,pp0
601,vsp3_240718_Au-0.571-Cu-0.429_pp0_rep1,vsp,3,240718,Au-0.571-Cu-0.429,pp0
602,vsp3_240718_Au-0.6-Cu-0.4_pp0_rep1,vsp,3,240718,Au-0.6-Cu-0.4,pp0
603,vsp3_240718_Au-0.625-Cu-0.375_pp0_rep1,vsp,3,240718,Au-0.625-Cu-0.375,pp0
604,vsp3_240718_Au-0.667-Cu-0.333_pp0_rep1,vsp,3,240718,Au-0.667-Cu-0.333,pp0
605,vsp3_240718_Au-0.667-Cu-0.333_pp0_rep2,vsp,3,240718,Au-0.667-Cu-0.333,pp0
606,vsp3_240718_Au-0.667-Cu-0.333_pp0_rep3,vsp,3,240718,Au-0.667-Cu-0.333,pp0
607,vsp3_240718_Au-0.75-Cu-0.25_pp0_rep1,vsp,3,240718,Au-0.75-Cu-0.25,pp0
608,vsp3_240718_Au-0.8-Cu-0.2_pp0_rep1,vsp,3,240718,Au-0.8-Cu-0.2,pp0
609,vsp3_240718_Au-0.833-Cu-0.167_pp0_rep1,vsp,3,240718,Au-0.833-Cu-0.167,pp0
610,vsp3_240718_Au-0.875-Cu-0.125_pp0_rep1,vsp,3,240718,Au-0.875-Cu-0.125,pp0
611,vsp3_240718_Au-0.889-Cu-0.111_pp0_rep1,vsp,3,240718,Au-0.889-Cu-0.111,pp0
612,vsp3_240718_Au-1.0_pp0_rep1,vsp,3,240718,Au-1.0,pp0
613,vsp3_240718_Cu-1.0_pp0_rep1,vsp,3,240718,Cu-1.0,pp0
614,vsp4_240726_Pd-1.0_pp0_rep1,vsp,4,240726,Pd-1.0,pp0
615,vsp4_240726_Pd-0.2-Sn-0.8_pp0_rep1,vsp,4,240726,Pd-0.2-Sn-0.8,pp0
616,vsp4_240726_Pd-0.25-Sn-0.75_pp0_rep1,vsp,4,240726,Pd-0.25-Sn-0.75,pp0
617,vsp4_240726_Pd-0.25-Sn-0.75_pp0_rep2,vsp,4,240726,Pd-0.25-Sn-0.75,pp0
618,vsp4_240726_Pd-0.25-Sn-0.75_pp0_rep3,vsp,4,240726,Pd-0.25-Sn-0.75,pp0
619,vsp4_240726_Pd-0.333-Sn-0.667_pp0_rep1,vsp,4,240726,Pd-0.333-Sn-0.667,pp0
620,vsp4_240726_Pd-0.4-Sn-0.6_pp0_rep1,vsp,4,240726,Pd-0.4-Sn-0.6,pp0
621,vsp4_240726_Pd-0.47-Sn-0.53_pp0_rep1,vsp,4,240726,Pd-0.47-Sn-0.53,pp0
622,vsp4_240726_Pd-0.5-Sn-0.5_pp0_rep1,vsp,4,240726,Pd-0.5-Sn-0.5,pp0
623,vsp4_240726_Pd-0.5-Sn-0.5_pp0_rep2,vsp,4,240726,Pd-0.5-Sn-0.5,pp0
624,vsp4_240726_Pd-0.5-Sn-0.5_pp0_rep3,vsp,4,240726,Pd-0.5-Sn-0.5,pp0
625,vsp4_240726_Pd-0.54-Sn-0.46_pp0_rep1,vsp,4,240726,Pd-0.54-Sn-0.46,pp0
626,vsp4_240726_Pd-0.58-Sn-0.42_pp0_rep1,vsp,4,240726,Pd-0.58-Sn-0.42,pp0
627,vsp4_240726_Pd-0.62-Sn-0.38_pp0_rep1,vsp,4,240726,Pd-0.62-Sn-0.38,pp0
628,vsp4_240726_Pd-0.667-Sn-0.333_pp0_rep1,vsp,4,240726,Pd-0.667-Sn-0.333,pp0
629,vsp4_240726_Pd-0.7-Sn-0.3_pp0_rep1,vsp,4,240726,Pd-0.7-Sn-0.3,pp0
630,vsp4_240726_Pd-0.75-Sn-0.25_pp0_rep1,vsp,4,240726,Pd-0.75-Sn-0.25,pp0
631,vsp4_240726_Pd-0.75-Sn-0.25_pp0_rep2,vsp,4,240726,Pd-0.75-Sn-0.25,pp0
632,vsp4_240726_Pd-0.75-Sn-0.25_pp0_rep3,vsp,4,240726,Pd-0.75-Sn-0.25,pp0
633,vsp4_240726_Pd-0.833-Sn-0.167_pp0_rep1,vsp,4,240726,Pd-0.833-Sn-0.167,pp0
634,vsp4_240726_Pd-0.867-Sn-0.133_pp0_rep1,vsp,4,240726,Pd-0.867-Sn-0.133,pp0
635,vsp4_240726_Pd-0.889-Sn-0.111_pp0_rep1,vsp,4,240726,Pd-0.889-Sn-0.111,pp0
636,vsp4_240726_Pd-0.889-Sn-0.111_pp0_rep2,vsp,4,240726,Pd-0.889-Sn-0.111,pp0
637,vsp4_240726_Pd-0.889-Sn-0.111_pp0_rep3,vsp,4,240726,Pd-0.889-Sn-0.111,pp0
638,vsp4_240726_Sn-1.0_pp0_rep1,vsp,4,240726,Sn-1.0,pp0
639,vsp6_240718_In-0.111-Zn-0.889_pp0_rep1,vsp,6,240718,In-0.111-Zn-0.889,pp0
640,vsp6_240718_In-0.167-Zn-0.833_pp0_rep1,vsp,6,240718,In-0.167-Zn-0.833,pp0
641,vsp6_240718_In-0.167-Zn-0.833_pp0_rep2,vsp,6,240718,In-0.167-Zn-0.833,pp0
642,vsp6_240718_In-0.167-Zn-0.833_pp0_rep3,vsp,6,240718,In-0.167-Zn-0.833,pp0
643,vsp6_240718_In-0.25-Zn-0.75_pp0_rep1,vsp,6,240718,In-0.25-Zn-0.75,pp0
644,vsp6_240718_In-0.25-Zn-0.75_pp0_rep2,vsp,6,240718,In-0.25-Zn-0.75,pp0
