sample id,source,batch number,batch date,rod1,rod2,rod3,rod1 diameter (mm),rod2 diameter (mm),rod3 diameter (mm),voltage1 (kV),current1 (mA),voltage2 (kV),curren2 (mA),voltage3 (kV),current3 (mA),speed (um/s),wafer spot,,
vsp14_240906_Au-0.125-Cu-0.75-Zn-0.125_pp0_rep1,vsp,14,240906,Au,Cu,Zn,2,2,2,1.3,0.4,1.3,10,1.3,0.29,230,3,,
vsp14_240906_Au-0.25-Cu-0.625-Zn-0.125_pp0_rep1,vsp,14,240906,Au,Cu,Zn,2,2,2,1.3,0.9,1.3,10,1.3,0.35,330,4,,
vsp14_240906_Au-0.429-Cu-0.429-Zn-0.143_pp0_rep1,vsp,14,240906,Au,Cu,Zn,2,2,2,1.3,2.2,1.3,10,1.3,0.57,600,5,,
vsp14_240906_Au-0.571-Cu-0.286-Zn-0.143_pp0_rep1,vsp,14,240906,Au,Cu,Zn,2,2,2,1.3,4.3,1.3,10,1.3,0.84,1030,6,,
vsp14_240906_Au-0.333-Cu-0.444-Zn-0.222_pp0_rep1,vsp,14,240906,Au,Cu,Zn,2,2,2,1.3,1.7,1.3,10,1.3,0.87,520,7,,
vsp14_240906_Au-0.667-Cu-0.111-Zn-0.222_pp0_rep1,vsp,14,240906,Au,Cu,Zn,2,2,2,1.3,10,1.3,7.4,1.3,2.6,2210,8,,
vsp14_240906_Au-0.5-Cu-0.25-Zn-0.25_pp0_rep1,vsp,14,240906,Au,Cu,Zn,2,2,2,1.3,4.4,1.3,10,1.3,1.75,1110,9,,
vsp14_240906_Au-0.25-Cu-0.5-Zn-0.25_pp0_rep1,vsp,14,240906,Au,Cu,Zn,2,2,2,1.3,1.1,1.3,10,1.3,0.87,420,10,,
vsp14_240906_Au-0.375-Cu-0.375-Zn-0.25_pp0_rep1,vsp,14,240906,Au,Cu,Zn,2,2,2,1.3,2.2,1.3,10,1.3,1.17,650,11,,
vsp14_240906_Au-0.125-Cu-0.625-Zn-0.25_pp0_rep1,vsp,14,240906,Au,Cu,Zn,2,2,2,1.3,0.4,1.3,10,1.3,0.7,280,12,,
vsp14_240906_Au-0.333-Cu-0.333-Zn-0.333_pp0_rep1,vsp,14,240906,Au,Cu,Zn,2,2,2,1.3,2.2,1.3,10,1.3,1.75,700,13,,
vsp14_240906_Au-0.364-Cu-0.273-Zn-0.364_pp0_rep1,vsp,14,240906,Au,Cu,Zn,2,2,2,1.3,2.9,1.3,10,1.3,2.33,880,14,,
vsp14_240906_Au-0.25-Cu-0.375-Zn-0.375_pp0_rep1,vsp,14,240906,Au,Cu,Zn,2,2,2,1.3,1.5,1.3,10,1.3,1.75,550,15,,
vsp14_240906_Au-0.5-Cu-0.125-Zn-0.375_pp0_rep1,vsp,14,240906,Au,Cu,Zn,2,2,2,1.3,8.8,1.3,10,1.3,5.24,2240,16,,
vsp14_240906_Au-0.2-Cu-0.4-Zn-0.4_pp0_rep1,vsp,14,240906,Au,Cu,Zn,2,2,2,1.3,1.1,1.3,10,1.3,1.75,490,17,,
vsp14_240906_Au-0.5-Cu-0.1-Zn-0.4_pp0_rep1,vsp,14,240906,Au,Cu,Zn,2,2,2,1.3,10,1.3,9.1,1.3,6.33,2530,18,,
vsp14_240906_Au-0.417-Cu-0.167-Zn-0.417_pp0_rep1,vsp,14,240906,Au,Cu,Zn,2,2,2,1.3,5.5,1.3,10,1.3,4.36,1530,19,,
vsp14_240906_Au-0.167-Cu-0.417-Zn-0.417_pp0_rep1,vsp,14,240906,Au,Cu,Zn,2,2,2,1.3,0.9,1.3,10,1.3,1.75,440,20,,
vsp14_240906_Au-0.444-Cu-0.111-Zn-0.444_pp0_rep1,vsp,14,240906,Au,Cu,Zn,2,2,2,1.3,8.8,1.3,10,1.3,6.99,2370,21,,
vsp14_240906_Au-0.222-Cu-0.333-Zn-0.444_pp0_rep1,vsp,14,240906,Au,Cu,Zn,2,2,2,1.3,1.5,1.3,10,1.3,2.33,600,22,,
vsp14_240906_Au-0.111-Cu-0.444-Zn-0.444_pp0_rep1,vsp,14,240906,Au,Cu,Zn,2,2,2,1.3,0.6,1.3,10,1.3,1.75,380,23,,
vsp14_240906_Au-0.25-Cu-0.25-Zn-0.5_pp0_rep1,vsp,14,240906,Au,Cu,Zn,2,2,2,1.3,2.2,1.3,0,1.3,3.5,840,24,,
vsp14_240906_Au-0.4-Cu-0.1-Zn-0.5_pp0_rep1,vsp,14,240906,Au,Cu,Zn,2,2,2,1.3,8.8,1.3,10,1.3,8.74,2510,25,,
vsp15_240809_Au-0.75-In-0.125-Pd-0.125_pp0_rep1,vsp,15,240809,Au,In,Pd,2,6,3,1.3,10,1.3,3.2,1.3,2,2260,1,,
vsp15_240809_Au-0.667-In-0.222-Pd-0.111_pp0_rep1,vsp,15,240809,Au,In,Pd,2,6,3,1.3,10,1.3,6.4,1.3,2,2440,2,,
vsp15_240809_Au-0.625-In-0.125-Pd-0.25_pp0_rep1,vsp,15,240809,Au,In,Pd,2,6,3,1.3,10,1.3,3.9,1.3,4.8,2540,3,,
vsp15_240809_Au-0.5-In-0.083-Pd-0.417_pp0_rep1,vsp,15,240809,Au,In,Pd,2,6,3,1.3,9.8,1.3,3.1,1.3,10,2900,4,,
vsp15_240809_Au-0.5-In-0.25-Pd-0.25_pp0_rep1,vsp,15,240809,Au,In,Pd,2,6,3,1.3,10,1.3,9.7,1.3,6,2970,5,,
vsp15_240809_Au-0.5-In-0.25-Pd-0.25_pp0_rep2,vsp,15,240809,Au,In,Pd,2,6,3,1.3,10,1.3,9.7,1.3,6,2970,6,,
vsp15_240809_Au-0.5-In-0.25-Pd-0.25_pp0_rep3,vsp,15,240809,Au,In,Pd,2,6,3,1.3,10,1.3,9.7,1.3,6,2970,7,,
vsp15_240809_Au-0.444-In-0.111-Pd-0.444_pp0_rep1,vsp,15,240809,Au,In,Pd,2,6,3,1.3,8.3,1.3,4,1.3,10,2650,8,,
vsp15_240809_Au-0.429-In-0.286-Pd-0.286_pp0_rep1,vsp,15,240809,Au,In,Pd,2,6,3,1.3,7.7,1.3,10,1.3,6.2,2560,9,,
vsp15_240809_Au-0.417-In-0.167-Pd-0.417_pp0_rep1,vsp,15,240809,Au,In,Pd,2,6,3,1.3,5.1,1.3,10,1.3,2.5,1760,10,,
vsp15_240809_Au-0.375-In-0.25-Pd-0.375_pp0_rep1,vsp,15,240809,Au,In,Pd,2,6,3,1.3,7.7,1.3,10,1.3,9.3,2830,11,,
vsp15_240809_Au-0.375-In-0.375-Pd-0.25_pp0_rep1,vsp,15,240809,Au,In,Pd,2,6,3,1.3,5.1,1.3,10,1.3,4.1,1900,12,,
vsp15_240809_Au-0.333-In-0.333-Pd-0.333_pp0_rep1,vsp,15,240809,Au,In,Pd,2,6,3,1.3,5.1,1.3,10,1.3,6.2,2080,13,,
vsp15_240809_Au-0.273-In-0.364-Pd-0.364_pp0_rep1,vsp,15,240809,Au,In,Pd,2,6,3,1.3,3.9,1.3,10,1.3,6.2,1830,14,,
vsp15_240809_Au-0.25-In-0.25-Pd-0.5_pp0_rep1,vsp,15,240809,Au,In,Pd,2,6,3,1.3,4.1,1.3,8.1,1.3,10,2100,15,,
vsp15_240809_Au-0.25-In-0.25-Pd-0.5_pp0_rep2,vsp,15,240809,Au,In,Pd,2,6,3,1.3,4.1,1.3,8.1,1.3,10,2100,16,,
vsp15_240809_Au-0.25-In-0.25-Pd-0.5_pp0_rep3,vsp,15,240809,Au,In,Pd,2,6,3,1.3,4.1,1.3,8.1,1.3,10,2100,17,,
vsp15_240809_Au-0.2-In-0.4-Pd-0.4_pp0_rep1,vsp,15,240809,Au,In,Pd,2,6,3,1.3,2.6,1.3,10,1.3,6.2,1580,18,,
vsp15_240809_Au-0.167-In-0.167-Pd-0.667_pp0_rep1,vsp,15,240809,Au,In,Pd,2,6,3,1.3,2.1,1.3,4,1.3,10,1470,19,,
vsp15_240809_Au-0.143-In-0.571-Pd-0.286_pp0_rep1,vsp,15,240809,Au,In,Pd,2,6,3,1.3,1.3,1.3,10,1.3,3.2,1080,20,,
vsp15_240809_Au-0.125-In-0.25-Pd-0.625_pp0_rep1,vsp,15,240809,Au,In,Pd,2,6,3,1.3,1.7,1.3,6.4,1.3,10,1530,21,,
vsp15_240809_Au-0.111-In-0.333-Pd-0.556_pp0_rep1,vsp,15,240809,Au,In,Pd,2,6,3,1.3,1.6,1.3,9.5,1.3,10,1700,22,,
vsp15_240809_Au-0.1-In-0.4-Pd-0.5_pp0_rep1,vsp,15,240809,Au,In,Pd,2,6,3,1.3,1.3,1.3,10,1.3,7.8,1470,23,,
vsp15_240809_Au-0.091-In-0.182-Pd-0.727_pp0_rep1,vsp,15,240809,Au,In,Pd,2,6,3,1.3,1,1.3,4,1.3,10,1270,24,,
vsp20_241011_Ag-0.1-Au-0.5-Cu-0.4_pp0_rep1,vsp,20,241011,Ag,Au,Cu,3,2,2,0.5,1,1.3,2.8,1.3,10,720,1,,
vsp20_241011_Ag-0.1-Au-0.5-Cu-0.4_pp0_rep4,vsp,20,241011,Ag,Au,Cu,3,2,2,1.3,1.6,1.3,2.8,1.3,10,720,2,,
vsp20_241011_Ag-0.1-Au-0.5-Cu-0.4_pp0_rep5,vsp,20,241011,Ag,Au,Cu,3,2,2,1.3,1.6,1.3,2.8,1.3,10,720,3,,
vsp20_241011_Ag-0.111-Au-0.667-Cu-0.222_pp0_rep1,vsp,20,241011,Ag,Au,Cu,3,2,2,1.3,3.3,1.3,6.6,1.3,10,1510,4,,
vsp20_241011_Ag-0.125-Au-0.75-Cu-0.125_pp0_rep1,vsp,20,241011,Ag,Au,Cu,3,2,2,1.3,4.9,1.3,10,1.3,7.6,2180,5,,
vsp20_241011_Ag-0.167-Au-0.5-Cu-0.333_pp0_rep1,vsp,20,241011,Ag,Au,Cu,3,2,2,1.3,3.3,1.3,3.3,1.3,10,880,6,,
vsp20_241011_Ag-0.167-Au-0.667-Cu-0.167_pp0_rep1,vsp,20,241011,Ag,Au,Cu,3,2,2,1.3,6.5,1.3,8.8,1.3,10,2050,7,,
vsp20_241011_Ag-0.182-Au-0.727-Cu-0.091_pp0_rep1,vsp,20,241011,Ag,Au,Cu,3,2,2,1.3,7.4,1.3,10,1.3,5.7,2240,8,,
vsp20_241011_Ag-0.222-Au-0.667-Cu-0.111_pp0_rep1,vsp,20,241011,Ag,Au,Cu,3,2,2,1.3,9.8,1.3,10,1.3,7.5,2350,9,,
vsp20_241011_Ag-0.25-Au-0.25-Cu-0.5_pp0_rep1,vsp,20,241011,Ag,Au,Cu,3,2,2,1.3,3.3,1.3,1.1,1.3,10,460,10,,
vsp20_241011_Ag-0.25-Au-0.25-Cu-0.5_pp0_rep4,vsp,20,241011,Ag,Au,Cu,3,2,2,1.3,3.3,1.3,1.1,1.3,10,460,11,,
vsp20_241011_Ag-0.25-Au-0.25-Cu-0.5_pp0_rep5,vsp,20,241011,Ag,Au,Cu,3,2,2,1.3,3.3,1.3,1.1,1.3,10,460,12,,
vsp20_241011_Ag-0.25-Au-0.5-Cu-0.25_pp0_rep1,vsp,20,241011,Ag,Au,Cu,3,2,2,1.3,6.5,1.3,4.4,1.3,10,1210,13,,
vsp20_241011_Ag-0.333-Au-0.333-Cu-0.333_pp0_rep1,vsp,20,241011,Ag,Au,Cu,3,2,2,1.3,6.5,1.3,2.2,1.3,10,780,14,,
vsp20_241011_Ag-0.333-Au-0.333-Cu-0.333_pp0_rep4,vsp,20,241011,Ag,Au,Cu,3,2,2,1.3,6.5,1.3,2.2,1.3,10,780,15,,
vsp20_241011_Ag-0.333-Au-0.333-Cu-0.333_pp0_rep5,vsp,20,241011,Ag,Au,Cu,3,2,2,1.3,6.5,1.3,2.2,1.3,10,780,16,,
vsp20_241011_Ag-0.375-Au-0.375-Cu-0.25_pp0_rep1,vsp,20,241011,Ag,Au,Cu,3,2,2,1.3,9.8,1.3,3.3,1.3,10,1110,17,,
vsp20_241011_Ag-0.4-Au-0.5-Cu-0.1_pp0_rep1,vsp,20,241011,Ag,Au,Cu,3,2,2,1.3,10,1.3,4.2,1.3,3.8,1220,18,,
vsp20_241011_Ag-0.444-Au-0.444-Cu-0.111_pp0_rep1,vsp,20,241011,Ag,Au,Cu,3,2,2,1.3,10,1.3,3.4,1.3,3.8,1050,19,,
vsp20_241011_Ag-0.5-Au-0.25-Cu-0.25_pp0_rep1,vsp,20,241011,Ag,Au,Cu,3,2,2,1.3,10,1.3,1.7,1.3,7.7,780,20,,
vsp20_241011_Ag-0.625-Au-0.25-Cu-0.125_pp0_rep1,vsp,20,241011,Ag,Au,Cu,3,2,2,1.3,10,1.3,1.4,1.3,3.1,660,21,,
vsp20_241011_Ag-0.667-Au-0.222-Cu-0.111_pp0_rep1,vsp,20,241011,Ag,Au,Cu,3,2,2,1.3,10,1.3,1.1,1.3,2.6,610,22,,
vsp20_241011_Ag-0.8-Cu-0.2_pp0_rep1,vsp,20,241011,Ag,Au,Cu,3,2,2,1.3,10,0,0,1.3,3.8,410,23,,
vsp20_241011_Ag-0.833-Cu-0.167_pp0_rep1,vsp,20,241011,Ag,Au,Cu,3,2,2,1.3,10,0,0,1.3,3.1,390,24,,
vsp20_241011_Ag-0.889-Cu-0.111_pp0_rep1,vsp,20,241011,Ag,Au,Cu,3,2,2,1.3,10,0,0,1.3,1.9,380,25,,
vsp23_241025_Ag-0.143-Ga-0.857_pp0_rep1,vsp,23,241025,Ag,Ga:Ag 1:1,,3,2,,0.50,0.80,1.30,10.00,,,310,1,,
vsp23_241025_Ag-0.143-Ga-0.857_pp0_rep2,vsp,23,241025,Ag,Ga:Ag 1:1,,3,2,,0.50,0.80,1.30,10.00,,,310,2,,
vsp23_241025_Ag-0.143-Ga-0.857_pp0_rep3,vsp,23,241025,Ag,Ga:Ag 1:1,,3,2,,0.50,0.80,1.30,10.00,,,310,3,,
vsp23_241025_Ag-0.167-Ga-0.833_pp0_rep1,vsp,23,241025,Ag,Ga:Ag 1:1,,3,2,,1.30,1.60,1.30,10.00,,,330,4,,
vsp23_241025_Ag-0.2-Ga-0.8_pp0_rep1,vsp,23,241025,Ag,Ga:Ag 1:1,,3,2,,1.30,2.10,1.30,10.00,,,350,5,,
vsp23_241025_Ag-0.25-Ga-0.75_pp0_rep1,vsp,23,241025,Ag,Ga:Ag 1:1,,3,2,,1.30,2.90,1.30,10.00,,,380,6,,
vsp23_241025_Ag-0.25-Ga-0.75_pp0_rep2,vsp,23,241025,Ag,Ga:Ag 1:1,,3,2,,1.30,2.90,1.30,10.00,,,380,7,,
vsp23_241025_Ag-0.25-Ga-0.75_pp0_rep3,vsp,23,241025,Ag,Ga:Ag 1:1,,3,2,,1.30,2.90,1.30,10.00,,,380,8,,
vsp23_241025_Ag-0.3-Ga-0.7_pp0_rep1,vsp,23,241025,Ag,Ga:Ag 1:1,,3,2,,1.30,3.90,1.30,10.00,,,420,9,,
vsp23_241025_Ag-0.333-Ga-0.667_pp0_rep1,vsp,23,241025,Ag,Ga:Ag 1:1,,3,2,,1.30,4.60,1.30,10.00,,,440,10,,
vsp23_241025_Ag-0.5-Ga-0.5_pp0_rep1,vsp,23,241025,Ag,Ga:Ag 1:1,,3,2,,1.30,9.80,1.30,10.00,,,640,11,,
vsp23_241025_Ag-0.5-Ga-0.5_pp0_rep2,vsp,23,241025,Ag,Ga:Ag 1:1,,3,2,,1.30,9.80,1.30,10.00,,,640,12,,
vsp23_241025_Ag-0.5-Ga-0.5_pp0_rep3,vsp,23,241025,Ag,Ga:Ag 1:1,,3,2,,1.30,9.80,1.30,10.00,,,640,13,,
vsp23_241025_Ag-0.556-Ga-0.444_pp0_rep1,vsp,23,241025,Ag,Ga:Ag 1:1,,3,2,,1.30,10.00,1.30,7.90,,,590,14,,
vsp23_241025_Ag-0.583-Ga-0.417_pp0_rep1,vsp,23,241025,Ag,Ga:Ag 1:1,,3,2,,1.30,10.00,1.30,7.20,,,570,15,,
vsp23_241025_Ag-0.625-Ga-0.375_pp0_rep1,vsp,23,241025,Ag,Ga:Ag 1:1,,3,2,,1.30,10.00,1.30,5.80,,,530,16,,
vsp23_241025_Ag-0.667-Ga-0.333_pp0_rep1,vsp,23,241025,Ag,Ga:Ag 1:1,,3,2,,1.30,10.00,1.30,4.90,,,500,17,,
vsp23_241025_Ag-0.7-Ga-0.3_pp0_rep1,vsp,23,241025,Ag,Ga:Ag 1:1,,3,2,,1.30,10.00,1.30,4.20,,,490,18,,
vsp23_241025_Ag-0.714-Ga-0.286_pp0_rep1,vsp,23,241025,Ag,Ga:Ag 1:1,,3,2,,1.30,10.00,1.30,4.00,,,480,19,,
vsp23_241025_Ag-0.722-Ga-0.278_pp0_rep1,vsp,23,241025,Ag,Ga:Ag 1:1,,3,2,,1.30,10.00,1.30,3.80,,,480,20,,
vsp23_241025_Ag-0.75-Ga-0.25_pp0_rep1,vsp,23,241025,Ag,Ga:Ag 1:1,,3,2,,1.30,10.00,1.30,3.30,,,460,21,,
vsp23_241025_Ag-0.75-Ga-0.25_pp0_rep2,vsp,23,241025,Ag,Ga:Ag 1:1,,3,2,,1.30,10.00,1.30,3.30,,,460,22,,
vsp23_241025_Ag-0.75-Ga-0.25_pp0_rep3,vsp,23,241025,Ag,Ga:Ag 1:1,,3,2,,1.30,10.00,1.30,3.30,,,460,23,,
vsp23_241025_Ag-0.8-Ga-0.2_pp0_rep1,vsp,23,241025,Ag,Ga:Ag 1:1,,3,2,,1.30,10.00,1.30,2.40,,,440,24,,
vsp23_241025_Ag-0.833-Ga-0.167_pp0_rep1,vsp,23,241025,Ag,Ga:Ag 1:1,,3,2,,1.30,10.00,1.30,2.00,,,430,25,,
vsp23_241025_Ag-0.875-Ga-0.125_pp0_rep1,vsp,23,241025,Ag,Ga:Ag 1:1,,3,2,,1.30,10.00,1.30,1.30,,,410,26,,
vsp23_241025_Ag-0.889-Ga-0.111_pp0_rep1,vsp,23,241025,Ag,Ga:Ag 1:1,,3,2,,1.30,10.00,1.30,1.20,,,400,27,,
vsp26_241004_Au-0.333-Ga-0.667_pp0_rep1,vsp,26,241004,Au,Ga:Au 4:1,,2,2,,0.50,2.45,1.30,10.00,,,470,1,,
vsp26_241004_Au-0.333-Ga-0.667_pp0_rep2,vsp,26,241004,Au,Ga:Au 4:1,,2,2,,0.50,2.45,1.30,10.00,,,510,2,,
vsp26_241004_Au-0.333-Ga-0.667_pp0_rep3,vsp,26,241004,Au,Ga:Au 4:1,,2,2,,0.50,2.45,1.30,10.00,,,580,3,,
vsp26_241004_Au-0.5-Ga-0.5_pp0_rep1,vsp,26,241004,Au,Ga:Au 4:1,,2,2,,1.30,2.47,1.30,10.00,,,660,4,,
vsp26_241004_Au-0.5-Ga-0.5_pp0_rep2,vsp,26,241004,Au,Ga:Au 4:1,,2,2,,1.30,2.47,1.30,10.00,,,760,5,,
vsp26_241004_Au-0.5-Ga-0.5_pp0_rep3,vsp,26,241004,Au,Ga:Au 4:1,,2,2,,1.30,2.47,1.30,10.00,,,860,6,,
vsp26_241004_Au-0.571-Ga-0.429_pp0_rep1,vsp,26,241004,Au,Ga:Au 4:1,,2,2,,1.30,3.45,1.30,10.00,,,980,7,,
vsp26_241004_Au-0.6-Ga-0.4_pp0_rep1,vsp,26,241004,Au,Ga:Au 4:1,,2,2,,1.30,3.97,1.30,10.00,,,1120,8,,
vsp26_241004_Au-0.6-Ga-0.4_pp0_rep2,vsp,26,241004,Au,Ga:Au 4:1,,2,2,,1.30,3.97,1.30,10.00,,,1290,9,,
vsp26_241004_Au-0.6-Ga-0.4_pp0_rep3,vsp,26,241004,Au,Ga:Au 4:1,,2,2,,1.30,3.97,1.30,10.00,,,1490,10,,
vsp26_241004_Au-0.667-Ga-0.333_pp0_rep1,vsp,26,241004,Au,Ga:Au 4:1,,2,2,,1.30,5.57,1.30,10.00,,,1730,11,,
vsp26_241004_Au-0.667-Ga-0.333_pp0_rep2,vsp,26,241004,Au,Ga:Au 4:1,,2,2,,1.30,5.57,1.30,10.00,,,2040,12,,
vsp26_241004_Au-0.667-Ga-0.333_pp0_rep3,vsp,26,241004,Au,Ga:Au 4:1,,2,2,,1.30,5.57,1.30,10.00,,,2430,13,,
vsp26_241004_Au-0.75-Ga-0.25_pp0_rep1,vsp,26,241004,Au,Ga:Au 4:1,,2,2,,1.30,10.00,1.30,10.00,,,2650,14,,
vsp26_241004_Au-0.75-Ga-0.25_pp0_rep2,vsp,26,241004,Au,Ga:Au 4:1,,2,2,,1.30,10.00,1.30,10.00,,,2560,15,,
vsp26_241004_Au-0.75-Ga-0.25_pp0_rep3,vsp,26,241004,Au,Ga:Au 4:1,,2,2,,1.30,10.00,1.30,10.00,,,2520,16,,
vsp26_241004_Au-0.778-Ga-0.222_pp0_rep1,vsp,26,241004,Au,Ga:Au 4:1,,2,2,,1.30,10.00,1.30,9.87,,,2510,17,,
vsp26_241004_Au-0.778-Ga-0.222_pp0_rep2,vsp,26,241004,Au,Ga:Au 4:1,,2,2,,1.30,10.00,1.30,9.87,,,2470,18,,
vsp26_241004_Au-0.778-Ga-0.222_pp0_rep3,vsp,26,241004,Au,Ga:Au 4:1,,2,2,,1.30,10.00,1.30,9.87,,,2400,19,,
vsp26_241004_Au-0.8-Ga-0.2_pp0_rep1,vsp,26,241004,Au,Ga:Au 4:1,,2,2,,1.30,10.00,1.30,8.69,,,2380,20,,
vsp26_241004_Au-0.833-Ga-0.167_pp0_rep1,vsp,26,241004,Au,Ga:Au 4:1,,2,2,,1.30,10.00,1.30,7.06,,,2340,21,,
vsp26_241004_Au-0.875-Ga-0.125_pp0_rep1,vsp,26,241004,Au,Ga:Au 4:1,,2,2,,1.30,10.00,1.30,5.04,,,2300,22,,
vsp26_241004_Au-0.889-Ga-0.111_pp0_rep1,vsp,26,241004,Au,Ga:Au 4:1,,2,2,,1.30,10.00,1.30,4.20,,,2280,23,,
vsp26_241004_Au-0.889-Ga-0.111_pp0_rep2,vsp,26,241004,Au,Ga:Au 4:1,,2,2,,1.30,10.00,1.30,4.20,,,2250,24,,
vsp26_241004_Au-0.889-Ga-0.111_pp0_rep3,vsp,26,241004,Au,Ga:Au 4:1,,2,2,,1.30,10.00,1.30,4.20,,,2230,25,,
vsp27_241030_Au-0.091-Ga-0.182-Pd-0.727_pp0_rep1,vsp,27,241030,Au,Ga:Au 4:1,Pd,2,2,3,0.5,1.89,1.30,4.49,1.3,10.00,330,1,,
vsp27_241030_Au-0.091-Ga-0.182-Pd-0.727_pp0_rep2,vsp,27,241030,Au,Ga:Au 4:1,Pd,2,2,3,0.5,1.89,0.50,4.49,1.3,10.00,330,2,,
vsp27_241030_Au-0.091-Ga-0.182-Pd-0.727_pp0_rep3,vsp,27,241030,Au,Ga:Au 4:1,Pd,2,2,3,0.5,1.89,0.50,4.49,1.3,10.00,330,3,,
vsp27_241030_Au-0.167-Ga-0.667-Pd-0.167_pp0_rep1,vsp,27,241030,Au,Ga:Au 4:1,Pd,2,2,3,0.5,1.79,1.30,10.00,1.3,1.39,530,4,,
vsp27_241030_Au-0.167-Ga-0.667-Pd-0.167_pp0_rep2,vsp,27,241030,Au,Ga:Au 4:1,Pd,2,2,3,0.5,1.79,1.30,10.00,1.3,1.39,530,5,,
vsp27_241030_Au-0.167-Ga-0.667-Pd-0.167_pp0_rep4,vsp,27,241030,Au,Ga:Au 4:1,Pd,2,2,3,0.5,1.79,1.30,10.00,1.3,1.39,530,6,,
vsp27_241030_Au-0.2-Ga-0.4-Pd-0.4_pp0_rep1,vsp,27,241030,Au,Ga:Au 4:1,Pd,2,2,3,0.5,4.21,1.30,10.00,1.3,5.50,740,7,,
vsp27_241030_Au-0.2-Ga-0.4-Pd-0.4_pp0_rep2,vsp,27,241030,Au,Ga:Au 4:1,Pd,2,2,3,0.5,4.21,1.30,10.00,1.3,5.50,740,8,,
vsp27_241030_Au-0.2-Ga-0.4-Pd-0.4_pp0_rep3,vsp,27,241030,Au,Ga:Au 4:1,Pd,2,2,3,0.5,4.21,1.30,10.00,1.3,5.50,740,9,,
vsp27_241030_Au-0.25-Ga-0.25-Pd-0.5_pp0_rep1,vsp,27,241030,Au,Ga:Au 4:1,Pd,2,2,3,1.3,3.19,1.30,9.10,1.3,10.00,1070,10,,
vsp27_241030_Au-0.25-Ga-0.25-Pd-0.5_pp0_rep2,vsp,27,241030,Au,Ga:Au 4:1,Pd,2,2,3,1.3,3.19,1.30,9.10,1.3,10.00,1070,11,,
vsp27_241030_Au-0.25-Ga-0.25-Pd-0.5_pp0_rep3,vsp,27,241030,Au,Ga:Au 4:1,Pd,2,2,3,1.3,3.19,1.30,9.10,1.3,10.00,1070,12,,
vsp27_241030_Au-0.286-Ga-0.143-Pd-0.571_pp0_rep1,vsp,27,241030,Au,Ga:Au 4:1,Pd,2,2,3,1.3,3.37,1.30,4.47,1.3,10.00,940,13,,
vsp27_241030_Au-0.333-Ga-0.5-Pd-0.167_pp0_rep1,vsp,27,241030,Au,Ga:Au 4:1,Pd,2,2,3,1.3,2.22,1.30,10.00,1.3,1.87,880,14,,
vsp27_241030_Au-0.333-Ga-0.5-Pd-0.167_pp0_rep2,vsp,27,241030,Au,Ga:Au 4:1,Pd,2,2,3,1.3,2.22,1.30,10.00,1.3,1.87,880,15,,
vsp27_241030_Au-0.333-Ga-0.5-Pd-0.167_pp0_rep3,vsp,27,241030,Au,Ga:Au 4:1,Pd,2,2,3,1.3,2.22,1.30,10.00,1.3,1.87,880,16,,
vsp27_241030_Au-0.5-Ga-0.4-Pd-0.1_pp0_rep1,vsp,27,241030,Au,Ga:Au 4:1,Pd,2,2,3,1.3,4.45,1.30,10.00,1.3,1.37,1390,17,,
vsp27_241030_Au-0.5-Ga-0.4-Pd-0.1_pp0_rep2,vsp,27,241030,Au,Ga:Au 4:1,Pd,2,2,3,1.3,4.45,1.30,10.00,1.3,1.37,1390,18,,
vsp27_241030_Au-0.5-Ga-0.4-Pd-0.1_pp0_rep3,vsp,27,241030,Au,Ga:Au 4:1,Pd,2,2,3,1.3,4.45,1.30,10.00,1.3,1.37,1390,19,,
vsp27_241030_Au-0.3-Ga-0.1-Pd-0.6_pp0_rep1,vsp,27,241030,Au,Ga:Au 4:1,Pd,2,2,3,1.3,3.35,1.30,3.03,1.3,10.00,880,20,,
vsp27_241030_Au-0.25-Ga-0.15-Pd-0.6_pp0_rep1,vsp,27,241030,Au,Ga:Au 4:1,Pd,2,2,3,1.3,2.74,1.30,4.55,1.3,10.00,790,21,,
vsp27_241030_Au-0.2-Ga-0.35-Pd-0.45_pp0_rep1,vsp,27,241030,Au,Ga:Au 4:1,Pd,2,2,3,1.3,1.89,1.30,10.00,1.3,7.07,800,22,,
vsp27_241030_Au-0.15-Ga-0.45-Pd-0.4_pp0_rep1,vsp,27,241030,Au,Ga:Au 4:1,Pd,2,2,3,0.5,2.57,1.30,10.00,1.3,4.89,590,23,,
vsp27_241030_Au-0.1-Ga-0.55-Pd-0.35_pp0_rep1,vsp,27,241030,Au,Ga:Au 4:1,Pd,2,2,3,0.5,1.08,1.30,10.00,1.3,3.50,460,24,,
vsp27_241030_Au-0.2-Ga-0.75-Pd-0.05_pp0_rep1,vsp,27,241030,Au,Ga:Au 4:1,Pd,2,2,3,0.5,1.91,1.30,10.00,0.5,0.95,540,25,,
vsp28_240927_Au-0.1-Cu-0.4-Pd-0.5_pp0_rep1,vsp,28,240927,Au,Cu,Pd,2,2,3,0.50,1.00,1.30,10.00,1.30,3.34,400,1,,
vsp28_240927_Au-0.125-Cu-0.25-Pd-0.625_pp0_rep1,vsp,28,240927,Au,Cu,Pd,2,2,3,0.50,2.98,1.30,10.00,1.30,6.73,400,2,,
